year,month,day,statefips,spend_acf,spend_aer,spend_all,spend_apg,spend_grf,spend_hcs,spend_tws,spend_all_inchigh,spend_all_inclow,spend_all_incmiddle,date
2020,2,16,46,0.0292,0.401,0.039,0.00713,0.0447,0.0285,-0.0512,-0.0572,0.0904,0.0505,2020-02-16
2020,2,16,47,-0.0246,-0.0186,-0.00551,0.0104,0.0147,0.0146,-0.0874,0.00721,-0.00499,-0.00823,2020-02-16
2020,2,16,48,-0.00237,0.0775,-0.00478,-0.0113,0.0133,0.000523,-0.0405,-0.00153,-0.0224,-0.000505,2020-02-16
2020,2,16,49,-0.0261,0.167,0.000581,-0.0144,0.0262,-0.0623,0.0373,-0.00551,-0.0277,0.007,2020-02-16
2020,2,16,50,-0.00157,-0.0306,-0.000771,-0.046,0.0409,-0.153,-0.0398,-0.0424,-0.00892,0.000023,2020-02-16
2020,2,16,51,-0.0312,-0.0406,-0.019,-0.0342,0.0374,-0.025,-0.0112,-0.0184,-0.0153,-0.0174,2020-02-16
2020,2,16,53,0.0472,0.0434,0.0882,0.072,-0.00334,0.17,0.144,0.11,-0.0301,0.082,2020-02-16
2020,2,16,54,-0.0828,0.203,-0.0251,-0.0231,0.0133,0.0908,-0.0605,0.000273,-0.0426,-0.00559,2020-02-16
2020,2,16,55,-0.0302,-0.0569,0.00639,0.00768,0.0567,0.000647,-0.0244,0.0193,-0.0159,0.00236,2020-02-16
2020,2,16,56,-0.0376,-0.0424,-0.00119,-0.0635,0.0308,0.22,-0.0246,0.0196,0.0514,-0.0103,2020-02-16
2020,2,17,1,-0.0349,-0.0537,-0.00578,-0.0467,0.0385,-0.0213,-0.115,-0.000857,-0.00299,-0.011,2020-02-17
2020,2,17,2,0.0514,0.0758,0.0786,-0.0531,0.0736,-0.174,0.213,0.0507,,0.139,2020-02-17
2020,2,17,4,-0.0304,0.0146,0.0225,-0.0131,0.0289,-0.00095,0.031,0.0124,0.0554,0.0181,2020-02-17
2020,2,17,5,-0.0457,-0.131,-0.0361,-0.0249,-0.0251,-0.00683,-0.0853,0.149,-0.0576,-0.0318,2020-02-17
2020,2,17,6,0.00519,0.0761,0.0282,0.00366,0.0353,0.0282,0.00198,0.0263,0.00198,0.0365,2020-02-17
2020,2,17,8,-0.0421,0.0413,0.000755,0.0183,0.0414,-0.0512,-0.0853,-0.00338,0.00538,0.00349,2020-02-17
2020,2,17,9,-0.0385,0.142,0.021,0.06,0.0751,0.109,-0.0534,0.035,-0.0662,0.00326,2020-02-17
2020,2,17,10,-0.154,-0.175,-0.078,0.0231,-0.0224,-0.215,-0.0627,0.0132,-0.104,-0.117,2020-02-17
2020,2,17,11,-0.00934,-0.0182,0.0208,-0.00418,0.106,-0.0143,-0.0527,0.0312,0.00251,-0.0468,2020-02-17
2020,2,17,12,-0.0566,-0.0624,-0.0192,-0.0245,-0.00443,-0.0365,-0.0712,-0.0228,-0.0196,-0.0181,2020-02-17
2020,2,17,13,-0.0293,0.0943,0.00342,-0.00388,0.0433,-0.0329,-0.0772,0.0211,-0.0182,0.000285,2020-02-17
2020,2,17,15,-0.0424,0.0234,-0.0173,-0.0436,-0.00999,-0.0715,-0.149,-0.0301,0.15,-0.00586,2020-02-17
2020,2,17,16,-0.00731,-0.0549,0.0171,0.017,-0.0101,-0.0195,0.0557,-0.0753,0.00667,0.0254,2020-02-17
2020,2,17,17,-0.0492,0.0283,-0.0281,-0.0792,0.0342,-0.0172,-0.0512,-0.0344,-0.0582,-0.0155,2020-02-17
2020,2,17,18,-0.0417,-0.0247,-0.0412,-0.0679,0.0191,-0.0746,-0.0607,-0.0319,-0.0467,-0.0458,2020-02-17
2020,2,17,19,-0.0352,-0.0504,0.0165,0.0614,0.0403,-0.0511,-0.0518,0.0121,0.0365,0.0158,2020-02-17
2020,2,17,20,0.0138,0.00457,-0.00529,0.0145,-0.0225,-0.127,-0.153,0.0354,0.0019,-0.0183,2020-02-17
2020,2,17,21,-0.0368,0.0897,-0.00196,-0.0674,0.0279,0.0314,-0.109,0.078,-0.0197,0.000318,2020-02-17
2020,2,17,22,-0.0153,-0.121,-0.026,-0.0559,0.0194,-0.0515,-0.0753,-0.0415,0.00192,-0.0376,2020-02-17
2020,2,17,23,-0.00707,-0.16,0.0225,0.111,0.0435,-0.0114,-0.0339,0.00816,0.00866,0.0317,2020-02-17
2020,2,17,24,-0.0625,-0.00122,-0.00965,-0.00327,0.016,0.00779,-0.0817,-0.00537,0.00344,-0.0258,2020-02-17
2020,2,17,25,-0.0368,-0.0174,0.0093,0.0201,0.0417,0.00111,-0.0258,0.00638,-0.0768,0.036,2020-02-17
2020,2,17,26,-0.0072,0.0368,0.0167,0.00601,0.0764,-0.0272,-0.0994,0.0185,0.00882,0.0185,2020-02-17
2020,2,17,27,-0.0376,0.0355,-0.00351,-0.0336,0.0381,0.0166,-0.0424,-0.0124,-0.0402,0.00551,2020-02-17
2020,2,17,28,-0.0312,0.0596,-0.0417,-0.0186,0.016,-0.0259,-0.138,0.0715,-0.0461,-0.0543,2020-02-17
2020,2,17,29,0.0523,-0.00883,0.00651,0.0157,-0.0294,0.0385,-0.0882,-0.00278,-0.0421,0.0272,2020-02-17
2020,2,17,30,0.119,-0.00981,0.07,0.0625,0.137,-0.272,-0.0794,0.0521,0.125,0.0477,2020-02-17
2020,2,17,31,0.0409,0.0133,0.0208,-0.000441,-0.00194,-0.0386,0.00944,0.00313,0.00401,0.0291,2020-02-17
2020,2,17,32,0.0294,0.092,0.0393,0.00783,0.0332,-0.0117,0.0267,0.0249,0.109,0.0268,2020-02-17
2020,2,17,33,-0.00525,-0.197,0.0208,0.00676,0.0455,0.172,-0.0617,0.0282,-0.111,0.0199,2020-02-17
2020,2,17,34,-0.0297,-0.0483,0.0125,-0.00622,0.0357,0.0139,-0.0161,0.0175,0.0298,-0.000537,2020-02-17
2020,2,17,35,-0.0559,0.0325,0.00845,0.0155,0.0379,-0.0421,-0.0232,-0.0209,-0.00362,0.0151,2020-02-17
2020,2,17,36,-0.016,0.0336,0.0142,0.000524,0.0466,0.0537,0.0119,0.0198,-0.00151,0.0115,2020-02-17
2020,2,17,37,0.0012,0.138,0.0191,-0.00695,0.0171,0.000027,-0.0431,0.0327,0.00111,0.019,2020-02-17
2020,2,17,38,-0.0308,0.0197,0.00896,-0.0201,0.0365,-0.105,-0.0131,-0.0106,-0.00366,0.0193,2020-02-17
2020,2,17,39,-0.0505,-0.0514,-0.0193,-0.00497,0.0501,-0.0914,-0.106,-0.025,-0.0268,-0.0184,2020-02-17
2020,2,17,40,-0.0041,-0.0326,-0.0368,-0.0333,-0.0492,-0.038,-0.0944,-0.0452,-0.0545,-0.0269,2020-02-17
2020,2,17,41,-0.0831,-0.056,0.0154,-0.00301,0.0313,0.0675,0.038,-0.0199,0.0381,0.0239,2020-02-17
2020,2,17,42,-0.0242,-0.0258,0.0111,-0.0351,0.026,0.0403,0.00876,0.00496,0.0151,0.0152,2020-02-17
2020,2,17,44,-0.0485,-0.059,0.0546,0.0112,-0.0307,-0.203,0.266,0.0779,0.0473,0.0299,2020-02-17
2020,2,17,45,-0.0251,-0.0874,-0.0203,-0.0342,0.0182,-0.0298,-0.0579,-0.0486,-0.0307,-0.0106,2020-02-17
2020,2,17,46,0.00229,0.374,0.0371,0.0223,0.0642,-0.00508,-0.0116,-0.075,0.0894,0.0519,2020-02-17
2020,2,17,47,-0.0178,0.0261,-0.00721,-0.00889,0.0102,0.0129,-0.102,0.0264,-0.00888,-0.0114,2020-02-17
2020,2,17,48,-0.0112,0.09,0.00461,0.0247,0.0217,0.0118,-0.0371,0.0122,-0.0144,0.00602,2020-02-17
2020,2,17,49,0.00257,0.111,0.0168,-0.034,0.0225,0.00702,0.0115,-0.0112,0.0198,0.0357,2020-02-17
2020,2,17,50,0.0386,0.00218,0.0336,-0.00282,0.0689,-0.124,0.045,0.000567,0.0144,0.0329,2020-02-17
2020,2,17,51,-0.031,-0.0634,-0.0104,-0.0416,0.0374,0.00517,-0.0156,-0.00953,-0.00622,-0.00959,2020-02-17
2020,2,17,53,-0.0345,0.046,0.0219,-0.00701,-0.0966,0.101,0.0953,0.0389,-0.0913,0.0192,2020-02-17
2020,2,17,54,-0.0855,0.216,-0.0252,-0.0288,-0.000463,0.0793,-0.0784,0.0215,-0.0361,-0.0134,2020-02-17
2020,2,17,55,-0.0375,-0.0487,0.0156,-0.00517,0.0958,0.0093,-0.021,0.0285,-0.0242,0.0138,2020-02-17
2020,2,17,56,-0.0203,0.0341,-0.0077,-0.0998,0.0361,0.183,-0.0281,0.0227,0.0829,-0.022,2020-02-17
2020,2,18,1,-0.0436,-0.0291,-0.0235,-0.0355,0.0154,-0.103,-0.116,-0.0354,-0.0122,-0.0307,2020-02-18
2020,2,18,2,0.09,0.139,0.0648,-0.0339,0.0327,-0.246,0.107,0.0494,,0.0965,2020-02-18
2020,2,18,4,-0.0289,0.0439,0.0236,-0.0194,0.0181,0.0312,0.0414,0.00807,0.0581,0.0221,2020-02-18
2020,2,18,5,-0.0384,-0.0529,-0.0254,-0.0297,-0.0145,-0.0629,-0.054,0.0709,-0.0451,-0.0172,2020-02-18
2020,2,18,6,0.00271,0.0808,0.032,0.00385,0.0386,0.0383,0.00119,0.0283,0.00799,0.043,2020-02-18
2020,2,18,8,-0.052,0.0578,-0.000402,0.00665,0.0316,-0.03,-0.0813,-0.00931,0.00579,0.00724,2020-02-18
2020,2,18,9,-0.0343,0.0795,-0.00911,0.0425,0.0084,0.0102,-0.0957,-0.0142,-0.0522,0.00901,2020-02-18
2020,2,18,10,-0.134,-0.0624,-0.0811,-0.00811,-0.0219,-0.167,-0.0644,-0.00828,-0.0106,-0.115,2020-02-18
2020,2,18,11,-0.0255,-0.0493,0.00496,0.00876,0.0799,-0.0532,-0.112,0.0155,-0.0167,-0.0636,2020-02-18
2020,2,18,12,-0.0521,-0.0683,-0.0179,-0.0268,-0.00963,-0.0276,-0.0698,-0.024,-0.0145,-0.0178,2020-02-18
2020,2,18,13,-0.0387,0.0939,-0.00398,-0.00536,0.0204,-0.0313,-0.0723,0.00979,-0.0208,-0.00658,2020-02-18
2020,2,18,15,-0.0253,0.00145,-0.0159,-0.057,-0.0173,-0.103,-0.0999,-0.0286,0.125,-0.00232,2020-02-18
2020,2,18,16,-0.00386,-0.0566,0.0271,0.0153,-0.00505,0.0172,0.0549,-0.0561,0.0337,0.031,2020-02-18
2020,2,18,17,-0.0585,0.0388,-0.0379,-0.0931,0.00836,-0.0629,-0.0546,-0.0421,-0.0703,-0.0255,2020-02-18
2020,2,18,18,-0.0536,-0.0746,-0.0495,-0.103,0.0172,-0.162,-0.0776,-0.0357,-0.051,-0.0558,2020-02-18
2020,2,18,19,-0.0453,-0.0757,0.00074,0.0302,-0.00917,-0.0712,-0.0776,-0.00415,0.0149,0.00119,2020-02-18
2020,2,18,20,0.0112,-0.0165,-0.00643,0.00738,-0.00837,-0.103,-0.184,0.0227,0.00755,-0.0195,2020-02-18
2020,2,18,21,-0.0361,0.0484,-0.0141,-0.0692,0.00331,0.00713,-0.131,0.0726,-0.0262,-0.0145,2020-02-18
2020,2,18,22,-0.0144,-0.126,-0.0252,-0.0626,0.0108,-0.0158,-0.0648,-0.0639,-0.00235,-0.031,2020-02-18
2020,2,18,23,-0.0209,-0.172,0.00334,0.0726,0.0167,0.0411,-0.0598,-0.0521,0.00747,0.00885,2020-02-18
2020,2,18,24,-0.0599,0.00608,-0.0045,-0.0106,-0.00685,0.045,-0.0985,0.00306,-0.0145,-0.0206,2020-02-18
2020,2,18,25,-0.0301,0.0842,-0.00948,-0.0089,-0.005,-0.0301,-0.0489,-0.00954,-0.105,0.00978,2020-02-18
2020,2,18,26,-0.0136,0.0557,-0.00526,-0.0133,0.0307,-0.0291,-0.117,-0.00602,-0.0159,-0.00134,2020-02-18
2020,2,18,27,-0.035,0.0442,-0.0157,-0.0561,-0.00683,0.0107,-0.0647,-0.0184,-0.0476,-0.0126,2020-02-18
2020,2,18,28,-0.033,0.0129,-0.0322,-0.0469,0.0137,-0.0309,-0.102,0.0679,-0.0365,-0.0406,2020-02-18
2020,2,18,29,0.0467,-0.0894,0.0168,0.0193,-0.0324,0.069,-0.0938,0.00408,-0.0331,0.0396,2020-02-18
2020,2,18,30,0.0892,0.0778,0.0583,0.0472,0.126,-0.211,0.0137,-0.018,0.121,0.034,2020-02-18
2020,2,18,31,0.0562,-0.00585,0.033,0.0295,0.00259,-0.0278,-0.0142,0.019,0.0373,0.0368,2020-02-18
2020,2,18,32,0.0157,0.162,0.0307,-0.011,0.0361,-0.013,0.0271,0.0161,0.0928,0.0205,2020-02-18
2020,2,18,33,-0.0334,-0.213,-0.00845,-0.0488,-0.0188,0.0556,-0.0406,0.00179,-0.112,-0.0122,2020-02-18
2020,2,18,34,-0.0359,-0.0526,-0.00206,-0.0294,-0.00637,0.00286,-0.0422,0.000133,0.00749,-0.00881,2020-02-18
2020,2,18,35,-0.0354,0.0468,0.0393,0.0284,0.0831,0.0519,-0.0138,0.0176,0.0332,0.0424,2020-02-18
2020,2,18,36,-0.0307,0.0406,-0.00431,-0.00667,-0.000318,-0.00143,-0.0105,0.00477,-0.00913,-0.0125,2020-02-18
2020,2,18,37,-0.031,0.145,0.0171,0.00989,0.023,-0.0000882,-0.0192,0.0289,0.019,0.0117,2020-02-18
2020,2,18,38,-0.0272,0.0106,0.00529,-0.0238,0.0231,-0.104,-0.0165,-0.00782,-0.0153,0.0138,2020-02-18
2020,2,18,39,-0.0581,-0.0203,-0.0288,-0.013,0.0345,-0.104,-0.123,-0.0415,-0.0326,-0.0281,2020-02-18
2020,2,18,40,-0.0211,0.107,-0.0307,-0.0186,-0.0462,0.0193,-0.0983,-0.0398,-0.0494,-0.0206,2020-02-18
2020,2,18,41,-0.0639,0.0325,0.0291,0.0504,0.0371,0.0806,0.0333,0.000923,0.0448,0.0361,2020-02-18
2020,2,18,42,-0.0271,-0.0536,-0.00735,-0.0523,-0.028,0.00759,-0.0163,-0.0156,-0.00233,-0.00295,2020-02-18
2020,2,18,44,-0.0892,-0.104,-0.00156,-0.0675,-0.0448,-0.0614,0.0246,0.0153,0.00381,-0.025,2020-02-18
2020,2,18,45,-0.0269,-0.0976,-0.0194,-0.0324,0.0105,0.00991,-0.0767,-0.0463,-0.0217,-0.0129,2020-02-18
2020,2,18,46,0.00469,0.429,0.0413,0.0245,0.0476,0.022,-0.0548,-0.0475,0.091,0.0514,2020-02-18
2020,2,18,47,-0.0348,-0.0307,-0.0178,-0.0181,-0.00251,0.00537,-0.102,-0.000959,-0.0156,-0.0238,2020-02-18
2020,2,18,48,-0.00973,0.0655,0.00964,-0.00528,0.0252,0.0121,-0.0411,0.017,-0.0122,0.0124,2020-02-18
2020,2,18,49,-0.0067,0.15,0.0117,-0.00908,0.0299,-0.0489,0.0272,0.00405,-0.00364,0.0171,2020-02-18
2020,2,18,50,0.0194,-0.0909,-0.0036,-0.0326,0.0369,-0.307,0.000513,-0.0498,-0.0428,0.000151,2020-02-18
2020,2,18,51,-0.0337,-0.03,-0.0137,-0.0301,0.0243,-0.0153,-0.0186,-0.0105,-0.0214,-0.0117,2020-02-18
2020,2,18,53,-0.0137,0.0401,0.0508,0.0321,-0.0483,0.134,0.0919,0.0681,-0.0601,0.0464,2020-02-18
2020,2,18,54,-0.101,0.123,-0.0341,-0.0563,-0.00968,0.11,-0.0526,-0.00736,-0.0443,-0.0212,2020-02-18
2020,2,18,55,-0.0449,-0.0729,-0.0101,-0.0271,0.0264,-0.0184,-0.0308,0.00179,-0.0299,-0.0136,2020-02-18
2020,2,18,56,-0.0355,-0.0399,0.0113,-0.0496,0.0302,0.172,-0.0353,0.0257,0.0495,0.00318,2020-02-18
2020,2,19,1,-0.0316,-0.0308,-0.0214,-0.0523,0.00875,-0.0947,-0.119,-0.0324,-0.0113,-0.0271,2020-02-19
2020,2,19,2,0.0958,0.0814,0.0579,-0.0498,0.0251,-0.199,0.0643,0.0339,,0.107,2020-02-19
2020,2,19,4,-0.0246,0.0525,0.0279,-0.0146,0.000127,0.0125,0.0253,0.0126,0.0583,0.0274,2020-02-19
2020,2,19,5,-0.0292,-0.0866,-0.0114,-0.011,0.00572,-0.00465,-0.0587,0.116,-0.0333,-0.0039,2020-02-19
2020,2,19,6,0.00243,0.11,0.0384,0.00271,0.0315,0.0306,0.00918,0.0348,0.0127,0.0494,2020-02-19
2020,2,19,8,-0.0577,0.0354,0.0000566,0.0159,0.0203,-0.0152,-0.0854,-0.0137,0.0192,0.0106,2020-02-19
2020,2,19,9,-0.0735,0.0419,-0.0305,0.0123,-0.0242,0.00259,-0.0984,-0.0336,-0.0695,-0.0182,2020-02-19
2020,2,19,10,-0.141,-0.104,-0.088,0.0714,-0.0633,-0.171,-0.146,-0.0357,-0.013,-0.113,2020-02-19
2020,2,19,11,-0.0354,0.0139,0.00665,-0.00362,0.0506,-0.102,-0.129,0.0165,-0.0352,-0.0481,2020-02-19
2020,2,19,12,-0.0525,-0.0578,-0.0149,-0.033,-0.0161,-0.0277,-0.0668,-0.0186,-0.0132,-0.0147,2020-02-19
2020,2,19,13,-0.0447,0.0978,-0.00108,-0.0126,0.0119,-0.00774,-0.0666,0.0109,-0.0212,-0.00142,2020-02-19
2020,2,19,15,-0.0174,-0.0211,-0.00868,-0.0548,-0.0213,-0.0756,-0.0701,-0.0238,0.124,0.00876,2020-02-19
2020,2,19,16,0.00164,-0.063,0.0289,0.000978,-0.0223,-0.0247,0.0309,-0.0305,0.0438,0.0293,2020-02-19
2020,2,19,17,-0.0626,0.0708,-0.045,-0.109,-0.0176,-0.0384,-0.0712,-0.0501,-0.0689,-0.0343,2020-02-19
2020,2,19,18,-0.0515,-0.0689,-0.051,-0.107,0.00464,-0.138,-0.11,-0.0416,-0.0544,-0.0553,2020-02-19
2020,2,19,19,-0.0576,-0.06,-0.0178,0.00658,-0.0576,-0.0802,-0.0994,-0.0253,-0.00968,-0.0153,2020-02-19
2020,2,19,20,0.0209,0.0849,0.00887,0.0253,-0.00944,-0.12,-0.163,0.00739,0.0426,-0.00498,2020-02-19
2020,2,19,21,-0.037,0.0288,-0.0179,-0.0719,-0.0146,0.0308,-0.125,0.0754,-0.0268,-0.0197,2020-02-19
2020,2,19,22,-0.0132,-0.0447,-0.0255,-0.0578,0.0105,-0.00475,-0.0839,-0.0514,-0.0102,-0.0286,2020-02-19
2020,2,19,23,-0.00688,-0.156,-0.00863,0.0616,-0.0032,0.0391,-0.0511,-0.0656,-0.00163,-0.0049,2020-02-19
2020,2,19,24,-0.0709,0.0201,-0.0155,-0.0271,-0.0538,0.00664,-0.0995,-0.00731,-0.038,-0.0285,2020-02-19
2020,2,19,25,-0.0322,0.0939,-0.013,-0.015,-0.0116,-0.0669,-0.0421,-0.0106,-0.117,0.000941,2020-02-19
2020,2,19,26,-0.0145,0.039,-0.0176,-0.0264,0.00274,-0.0391,-0.131,-0.0192,-0.0295,-0.0127,2020-02-19
2020,2,19,27,-0.0386,0.0475,-0.023,-0.075,-0.0341,0.00488,-0.0854,-0.02,-0.0389,-0.0259,2020-02-19
2020,2,19,28,-0.0415,-0.143,-0.0434,-0.0611,0.000675,-0.055,-0.0959,0.0525,-0.0496,-0.046,2020-02-19
2020,2,19,29,0.044,-0.0176,0.0208,0.0437,-0.0343,0.0853,-0.107,-0.0192,-0.0272,0.0531,2020-02-19
2020,2,19,30,0.0739,0.0801,0.046,0.0145,0.102,-0.3,0.0113,-0.0696,0.113,0.0203,2020-02-19
2020,2,19,31,0.0591,-0.0573,0.0186,0.0108,-0.0385,-0.0232,-0.0465,0.0153,0.00422,0.0208,2020-02-19
2020,2,19,32,0.00953,0.0482,0.0267,-0.00803,0.0272,-0.00908,0.0161,0.0318,0.0979,0.00378,2020-02-19
2020,2,19,33,-0.0375,-0.215,-0.0152,-0.0619,-0.0165,0.0439,-0.0282,-0.00378,-0.0489,-0.0212,2020-02-19
2020,2,19,34,-0.0382,-0.0707,-0.0162,-0.0557,-0.0374,-0.00475,-0.0535,-0.0147,-0.013,-0.0207,2020-02-19
2020,2,19,35,-0.0277,0.0363,0.0561,0.0189,0.0812,0.0807,-0.0292,0.0815,0.0505,0.0538,2020-02-19
2020,2,19,36,-0.0316,0.0424,-0.0129,-0.0196,-0.0243,-0.0462,-0.0259,0.00135,-0.0194,-0.0258,2020-02-19
2020,2,19,37,-0.0422,0.146,0.0155,-0.02,0.0357,-0.000976,-0.0255,0.0288,0.0169,0.00948,2020-02-19
2020,2,19,38,-0.0143,0.0152,0.0172,-0.0185,0.0301,-0.0911,-0.00714,0.00632,-0.0051,0.0251,2020-02-19
2020,2,19,39,-0.0488,-0.0232,-0.0356,-0.0285,0.0123,-0.125,-0.149,-0.0392,-0.051,-0.0316,2020-02-19
2020,2,19,40,-0.017,0.208,-0.0097,-0.0134,-0.0516,0.0985,-0.0649,-0.0175,-0.0338,0.00213,2020-02-19
2020,2,19,41,-0.0781,0.112,0.0265,0.0276,0.0227,0.0874,0.0261,-0.0146,0.054,0.0366,2020-02-19
2020,2,19,42,-0.0355,-0.083,-0.0222,-0.07,-0.0745,0.00524,-0.0366,-0.0231,-0.0255,-0.0194,2020-02-19
2020,2,19,44,-0.0978,-0.129,-0.0237,-0.112,-0.0698,0.0797,-0.0817,-0.00348,-0.0242,-0.0486,2020-02-19
2020,2,19,45,-0.0329,-0.114,-0.0195,-0.0387,0.00727,0.046,-0.077,-0.0397,-0.0255,-0.0129,2020-02-19
2020,2,19,46,-0.0188,0.476,0.0365,0.0318,0.0422,0.0511,-0.0596,-0.0488,0.0567,0.0504,2020-02-19
2020,2,19,47,-0.038,0.00594,-0.0218,-0.0301,-0.0151,-0.00928,-0.11,0.00352,-0.0199,-0.0292,2020-02-19
2020,2,19,48,-0.0156,0.0709,0.0134,0.00153,0.0145,0.0159,-0.0432,0.0184,-0.00913,0.018,2020-02-19
2020,2,19,49,-0.0127,0.101,0.0146,-0.0139,0.0188,-0.0675,0.0269,0.00992,0.00208,0.0172,2020-02-19
2020,2,19,50,0.0319,-0.148,-0.0022,-0.0392,0.019,-0.268,0.0398,-0.0496,-0.0475,0.0023,2020-02-19
2020,2,19,51,-0.0359,-0.0133,-0.0185,-0.0411,-0.00697,-0.00179,-0.0364,-0.0169,-0.0281,-0.014,2020-02-19
2020,2,19,53,-0.0193,0.0554,0.0361,0.00718,-0.0745,0.0753,0.0677,0.0429,-0.0499,0.0397,2020-02-19
2020,2,19,54,-0.0993,0.0401,-0.0505,-0.0985,-0.048,0.0954,-0.0779,-0.0537,-0.0537,-0.042,2020-02-19
2020,2,19,55,-0.059,-0.0789,-0.0301,-0.0491,-0.0111,-0.0434,-0.036,-0.0231,-0.0492,-0.0315,2020-02-19
2020,2,19,56,-0.0455,-0.00192,0.0121,-0.0532,0.0263,0.125,-0.0742,0.0282,0.0599,0.00235,2020-02-19
2020,2,20,1,-0.0286,-0.0633,-0.0154,-0.0459,0.00694,-0.0526,-0.121,-0.0122,-0.01,-0.0207,2020-02-20
2020,2,20,2,0.114,0.0704,0.037,-0.0401,0.0265,-0.112,0.0833,0.0119,,0.089,2020-02-20
2020,2,20,4,-0.0198,0.0351,0.0288,0.00289,-0.0153,0.0181,0.0243,0.0086,0.0656,0.0292,2020-02-20
2020,2,20,5,0.00555,-0.0202,-0.0116,-0.0202,-0.0149,-0.0183,-0.0547,0.143,-0.035,-0.00471,2020-02-20
2020,2,20,6,0.00771,0.109,0.0313,-0.00305,0.0233,0.0273,0.00481,0.0293,0.00573,0.0394,2020-02-20
2020,2,20,8,-0.0467,0.0242,-0.000883,0.0266,0.0132,-0.00125,-0.0677,-0.0199,0.018,0.0156,2020-02-20
2020,2,20,9,-0.0772,0.0199,-0.0244,0.00286,-0.03,0.0183,-0.0849,-0.0268,-0.0482,-0.0169,2020-02-20
2020,2,20,10,-0.0756,-0.335,-0.0668,0.238,-0.0153,-0.115,-0.143,-0.0243,0.133,-0.0919,2020-02-20
2020,2,20,11,-0.00467,0.0496,0.0311,0.0141,0.0577,-0.0761,-0.125,0.0478,-0.0142,-0.0545,2020-02-20
2020,2,20,12,-0.0549,-0.0691,-0.0228,-0.0439,-0.0248,-0.0199,-0.0785,-0.0244,-0.0265,-0.021,2020-02-20
2020,2,20,13,-0.0451,0.0555,-0.0105,-0.0177,0.00409,-0.00371,-0.0867,-0.000855,-0.0169,-0.0142,2020-02-20
2020,2,20,15,-0.0339,-0.0247,-0.00937,-0.0544,-0.0246,0.00309,-0.0563,-0.0208,0.0289,0.00711,2020-02-20
2020,2,20,16,-0.00311,-0.0998,0.0195,0.0165,-0.0216,-0.0192,0.0117,0.0498,0.0164,0.0173,2020-02-20
2020,2,20,17,-0.0525,0.042,-0.0355,-0.0911,0.0089,-0.0505,-0.0554,-0.0447,-0.0641,-0.0198,2020-02-20
2020,2,20,18,-0.0404,-0.0649,-0.0489,-0.112,0.0243,-0.167,-0.102,-0.032,-0.0575,-0.053,2020-02-20
2020,2,20,19,-0.0427,-0.00722,0.0143,0.0468,0.00441,-0.0694,-0.0462,0.0189,0.000524,0.0155,2020-02-20
2020,2,20,20,0.0282,0.127,0.0248,0.0362,0.032,-0.0491,-0.128,0.0345,0.0834,0.000613,2020-02-20
2020,2,20,21,-0.0249,-0.00934,-0.0149,-0.0516,-0.0121,0.0305,-0.105,0.0754,-0.0229,-0.0163,2020-02-20
2020,2,20,22,-0.00802,-0.034,-0.0232,-0.0532,0.000929,0.000496,-0.113,-0.015,-0.0134,-0.0275,2020-02-20
2020,2,20,23,-0.00879,-0.16,-0.0353,0.0375,-0.0372,0.0167,-0.059,-0.0623,-0.0488,-0.0273,2020-02-20
2020,2,20,24,-0.0281,0.0354,0.0305,0.0322,0.0146,0.113,-0.0905,0.0351,0.0267,0.019,2020-02-20
2020,2,20,25,-0.0161,0.0817,-0.015,-0.00504,-0.0167,-0.0154,-0.044,-0.0108,-0.0978,-0.00936,2020-02-20
2020,2,20,26,0.0023,0.0167,-0.0176,-0.0347,0.0126,-0.0322,-0.135,-0.0297,-0.0321,-0.00902,2020-02-20
2020,2,20,27,-0.0144,0.0337,0.00475,-0.0108,0.0316,0.0475,-0.0886,0.00496,0.00682,0.00372,2020-02-20
2020,2,20,28,-0.0474,-0.257,-0.0508,-0.0565,-0.00548,-0.0923,-0.115,-0.0288,-0.049,-0.0553,2020-02-20
2020,2,20,29,0.0455,-0.00329,0.0402,0.0626,0.00221,0.193,-0.0821,0.0121,-0.0138,0.0703,2020-02-20
2020,2,20,30,0.0578,0.0429,0.0455,0.0818,0.0913,-0.234,-0.00224,-0.0144,0.135,0.014,2020-02-20
2020,2,20,31,0.0734,0.0224,0.049,0.037,0.0132,0.0248,-0.00375,0.0449,0.0531,0.0492,2020-02-20
2020,2,20,32,0.00964,-0.0384,0.0238,0.00149,0.0188,0.0291,-0.000697,0.0314,0.0849,0.0023,2020-02-20
2020,2,20,33,-0.0392,-0.218,-0.021,-0.0423,-0.0192,0.0188,-0.0406,-0.00116,-0.0178,-0.0347,2020-02-20
2020,2,20,34,-0.0236,-0.0506,0.00134,-0.0227,-0.016,0.042,-0.0506,-0.000479,-0.00387,0.00446,2020-02-20
2020,2,20,35,-0.0323,0.105,0.0394,0.0285,0.0725,0.00833,-0.0208,0.086,0.0422,0.0313,2020-02-20
2020,2,20,36,-0.0216,0.0371,-0.0131,-0.00501,-0.0287,-0.0136,-0.0377,0.00289,-0.0298,-0.0258,2020-02-20
2020,2,20,37,-0.0453,0.106,0.0173,-0.0195,0.0668,-0.0108,-0.0399,0.0243,0.0267,0.0114,2020-02-20
2020,2,20,38,0.0111,0.00117,0.024,0.0191,0.0573,-0.066,-0.00237,0.015,-0.00232,0.032,2020-02-20
